Year,MONTH,Data Status,R_Revenue,R_Sales,R_Customers,R_Price,C_Revenue,C_Sales,C_Customers,C_Price,I_Revenue,I_Sales,I_Customers,I_Price,T_Revenue,T_Sales,T_Customers,T_Price,O_Revenue,O_Sales,O_Customers,O_Price,Tot_Revenue,Tot_Sales,Tot_Customers,Tot_Price,,,,,,
2019,11,Final,"13,346,147","102,452,922","135,340,521",13.03,"10,874,361","102,840,014","18,705,003",10.57,"5,350,484","79,624,664","945,483",6.72,"58,481","614,442",84,9.52,.,.,.,.,"29,629,473","285,532,042","154,991,091",10.38,,,,,,
2019,12,Final,"15,354,439","121,078,077","136,250,376",12.68,"11,146,488","108,001,476","18,836,882",10.32,"5,112,234","80,094,745","968,966",6.38,"61,328","648,393",84,9.46,.,.,.,.,"31,674,489","309,822,691","156,056,308",10.22,,,,,,
2020,1,Preliminary,"15,909,591","124,412,819","136,242,098",12.79,"11,143,610","108,902,506","18,726,475",10.23,"4,900,093","77,338,595","936,515",6.34,"64,224","664,451",83,9.67,.,.,.,.,"32,017,517","311,318,371","155,905,171",10.28,,,,,,
2020,2,Preliminary,"14,379,113","111,929,479","135,574,675",12.85,"10,558,721","101,904,086","18,609,363",10.36,"4,853,270","75,664,169","920,211",6.41,"58,795","622,325",83,9.45,.,.,.,.,"29,849,898","290,120,059","155,104,332",10.29,,,,,,
2020,3,Preliminary,"13,608,693","104,005,581","136,735,189",13.08,"10,712,548","102,936,699","18,790,044",10.41,"4,955,287","77,658,107","936,497",6.38,"56,648","576,676",83,9.82,.,.,.,.,"29,333,175","285,177,062","156,461,813",10.29,,,,,,
2020,4,Preliminary,"12,945,289","97,464,577","136,709,401",13.28,"9,440,652","90,631,199","18,747,085",10.42,"4,453,967","69,590,790","942,662",6.40,"44,109","458,142",83,9.63,.,.,.,.,"26,884,016","258,144,708","156,399,231",10.41,,,,,,
2020,5,Preliminary,"13,863,602","105,411,884","136,581,044",13.15,"9,765,217","93,405,746","18,689,151",10.45,"4,653,507","71,219,924","942,877",6.53,"41,841","448,209",83,9.34,.,.,.,.,"28,324,166","270,485,764","156,213,155",10.47,,,,,,
2020,6,Preliminary,"17,421,052","131,242,462","137,113,150",13.27,"11,899,956","108,698,813","18,781,260",10.95,"5,216,359","75,229,856","964,445",6.93,"50,559","479,925",83,10.53,.,.,.,.,"34,587,926","315,651,056","156,858,938",10.96,,,,,,
2020,7,Preliminary,"22,119,950","166,890,827","137,828,370",13.25,"13,734,532","126,010,236","18,838,779",10.90,"5,825,329","81,278,313","977,660",7.17,"56,812","554,600",82,10.24,.,.,.,.,"41,736,622","374,733,975","157,644,891",11.14,,,,,,
2020,8,Preliminary,"21,136,090","158,801,088","137,220,289",13.31,"13,367,779","122,034,533","18,749,022",10.95,"5,858,313","82,851,769","966,843",7.07,"53,778","524,782",82,10.25,.,.,.,.,"40,415,960","364,212,173","156,936,236",11.10,,,,,,
2020,9,Preliminary,"17,295,873","127,706,099","137,510,452",13.54,"12,432,116","112,296,609","18,789,551",11.07,"5,427,991","77,467,805","968,527",7.01,"54,976","531,556",82,10.34,.,.,.,.,"35,210,956","318,002,070","157,268,612",11.07,,,,,,
2020,10,Preliminary,"14,401,644","105,145,210","137,663,023",13.70,"11,586,005","107,403,966","18,841,522",10.79,"5,306,035","79,078,716","956,144",6.71,"50,834","514,382",82,9.88,.,.,.,.,"31,344,517","292,142,274","157,460,771",10.73,,,,,,
2020,11,Preliminary,"13,271,089","99,443,739","137,156,251",13.35,"10,281,814","97,091,218","18,754,436",10.59,"4,914,543","75,865,985","941,404",6.48,"51,928","525,247",82,9.89,.,.,.,.,"28,519,375","272,926,189","156,852,173",10.45,,,,,,
2020,12,Preliminary,"16,581,923","129,503,877","138,267,177",12.80,"10,937,001","104,402,703","18,911,582",10.48,"4,880,980","76,289,367","971,869",6.40,"61,949","631,691",82,9.81,.,.,.,.,"32,461,853","310,827,638","158,150,710",10.44,,,,,,
2021,1,Preliminary,"17,414,021","137,242,829","136,888,601",12.69,"10,738,643","104,191,698","18,847,509",10.31,"5,030,452","79,221,555","994,542",6.35,"54,256","562,650",82,9.64,.,.,.,.,"33,237,371","321,218,732","156,730,734",10.35,,,,,,
